alias,cluster_index,cluster_name
Gluconobacter oxydans,27,Metabolic Engineering & Synthetic Biology
ppGpp (Guanosine tetraphosphate),3,Protein Structure & Cell Biology
Stress factor,12,Microbial Genetics & Synthetic Biology
Water vapor,23,Environmental Engineering & Waste Management
Alanine (Ala),29,Photosynthetic Pigments & Plant/Algal Physiology
Sodium carbonate (Na2CO3),14,Agricultural Residues & Biomass Valorization
Xyl1 gene,22,Genetic Engineering Tools & Expression Systems
Xylanase 2 (xyl2),22,Genetic Engineering Tools & Expression Systems
Acetaldehyde dehydrogenase,27,Metabolic Engineering & Synthetic Biology
Aldehyde dehydrogenase 6 (ALD6),27,Metabolic Engineering & Synthetic Biology
Xylulokinase,22,Genetic Engineering Tools & Expression Systems
HZSM-5 (zeolite catalyst),13,Industrial Chemistry & Chemical Engineering
Carbonaceous product,5,Electrocatalysis & CO2 Conversion
Quantitative polymerase chain reaction (qPCR),27,Metabolic Engineering & Synthetic Biology
Ammonium ion (NH4+),23,Environmental Engineering & Waste Management
Calcium oxide (CaO),23,Environmental Engineering & Waste Management
Candida albicans (yeast),11,Microbial & Algal Bioprocessing
Candida albicans,11,Microbial & Algal Bioprocessing
Glucan,0,Industrial Enzymes & Fungal Bioprocessing
Non-toxic,10,Biorefinery Feedstocks & Biomass Processing
Mustard (Brassica species),14,Agricultural Residues & Biomass Valorization
Decarboxylase,22,Genetic Engineering Tools & Expression Systems
N-Glycan,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Calcium chloride (CaCl2),0,Industrial Enzymes & Fungal Bioprocessing
Glycolipid biosurfactant,16,Marine & Algal Natural Products
Mannosylerythritol lipid (MEL),16,Marine & Algal Natural Products
Biobased polymer,18,Biochemicals & Green Chemistry
Toxic solvent,13,Industrial Chemistry & Chemical Engineering
Alpha-L-arabinofuranosidase,0,Industrial Enzymes & Fungal Bioprocessing
Cosolvent,13,Industrial Chemistry & Chemical Engineering
Albumin,14,Agricultural Residues & Biomass Valorization
Aspartic acid (Asp),11,Microbial & Algal Bioprocessing
Soluble lignin,13,Industrial Chemistry & Chemical Engineering
Xylobiose,0,Industrial Enzymes & Fungal Bioprocessing
4-Beta-xylanase,0,Industrial Enzymes & Fungal Bioprocessing
Cell envelope,6,Eukaryotic Cell Biology & Organelles
Bacterial host,27,Metabolic Engineering & Synthetic Biology
Toxic chemical,10,Biorefinery Feedstocks & Biomass Processing
Chaperone protein,22,Genetic Engineering Tools & Expression Systems
Octanoic acid (C8H16O2),27,Metabolic Engineering & Synthetic Biology
Orange carotenoid protein (OCP),8,Photosynthesis & Light-Harvesting
Cladophora (green alga),14,Agricultural Residues & Biomass Valorization
Quercetin,16,Marine & Algal Natural Products
Eugenol,13,Industrial Chemistry & Chemical Engineering
Eugenol,7,Heterogeneous Catalysis & Materials
Zinc(II) ion (Zn2+),0,Industrial Enzymes & Fungal Bioprocessing
Copper(II) phthalocyanine (CoPc),5,Electrocatalysis & CO2 Conversion
Folate (Vitamin B9),27,Metabolic Engineering & Synthetic Biology
Amine group (NH2),5,Electrocatalysis & CO2 Conversion
Docosapentaenoic acid (DPA),29,Photosynthetic Pigments & Plant/Algal Physiology
MicroRNA (miRNA),2,Genomics & Genetic Engineering
International Civil Aviation Organization (ICAO),17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Manganese(II) ion (Mn2+),0,Industrial Enzymes & Fungal Bioprocessing
Manganese ion (Mn2+),0,Industrial Enzymes & Fungal Bioprocessing
Zinc ion (Zn2+),1,Inorganic Chemistry & Small Molecule Catalysis
Hydraulic retention time (HRT),14,Agricultural Residues & Biomass Valorization
Organic loading rate (OLR),14,Agricultural Residues & Biomass Valorization
Lipid species,27,Metabolic Engineering & Synthetic Biology
Glycoside hydrolase family 9 (GH9),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Long-chain polyunsaturated fatty acid (LC-PUFA),29,Photosynthetic Pigments & Plant/Algal Physiology
Reverse water-gas shift reaction,7,Heterogeneous Catalysis & Materials
Crassulacean acid metabolism (CAM),2,Genomics & Genetic Engineering
Acyl-acyl carrier protein (acyl-ACP),19,Lipid Metabolism & Fatty Acid Synthesis
Genome duplication,2,Genomics & Genetic Engineering
Beta-1,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Arsenic (As),23,Environmental Engineering & Waste Management
Xylitol dehydrogenase,22,Genetic Engineering Tools & Expression Systems
Xylose reductase,22,Genetic Engineering Tools & Expression Systems
Carbon monoxide molecule (CO),5,Electrocatalysis & CO2 Conversion
Oxidation-reduction potential (ORP),14,Agricultural Residues & Biomass Valorization
Zinc site,5,Electrocatalysis & CO2 Conversion
16S ribosomal DNA sequence,0,Industrial Enzymes & Fungal Bioprocessing
n-Decane (C10H22),1,Inorganic Chemistry & Small Molecule Catalysis
Chitin deacetylase,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Pepsin,0,Industrial Enzymes & Fungal Bioprocessing
Carbonyl sulfide (COS),13,Industrial Chemistry & Chemical Engineering
Abscisic acid (ABA),2,Genomics & Genetic Engineering
Proline (C5H9NO2),27,Metabolic Engineering & Synthetic Biology
Proline (C5H9NO2),29,Photosynthetic Pigments & Plant/Algal Physiology
Lac operon,6,Eukaryotic Cell Biology & Organelles
Electron-deficient compound,5,Electrocatalysis & CO2 Conversion
Valine (L-Val),27,Metabolic Engineering & Synthetic Biology
Copper-zinc alloy (CuZn),7,Heterogeneous Catalysis & Materials
Trace element,23,Environmental Engineering & Waste Management
Ruthenium species (Ru),5,Electrocatalysis & CO2 Conversion
Nicotinamide adenine dinucleotide phosphate (NADP+),9,Metabolic Enzymes & Cofactors
Galactosidase (GLA),29,Photosynthetic Pigments & Plant/Algal Physiology
Electron spin resonance (ESR),1,Inorganic Chemistry & Small Molecule Catalysis
2-(N-morpholino)ethanesulfonic acid (MES),18,Biochemicals & Green Chemistry
Lysozyme,11,Microbial & Algal Bioprocessing
Cyanobacterium cell,8,Photosynthesis & Light-Harvesting
Cyanobacterium cell,12,Microbial Genetics & Synthetic Biology
Enzyme sequence,2,Genomics & Genetic Engineering
Cellulose synthase A (CESA),2,Genomics & Genetic Engineering
Chloroplast genome,8,Photosynthesis & Light-Harvesting
Chloroplast gene,6,Eukaryotic Cell Biology & Organelles
Soluble fraction,11,Microbial & Algal Bioprocessing
Metagenome-assembled genome (MAG),2,Genomics & Genetic Engineering
Toxic element,10,Biorefinery Feedstocks & Biomass Processing
Fluoride (F-),13,Industrial Chemistry & Chemical Engineering
Haplotype,2,Genomics & Genetic Engineering
Candida rugosa,11,Microbial & Algal Bioprocessing
Carbamoyl phosphate synthetase (CPS),1,Inorganic Chemistry & Small Molecule Catalysis
Lowest unoccupied molecular orbital (LUMO),1,Inorganic Chemistry & Small Molecule Catalysis
Light-harvesting complex II (LH2),17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Nutrient removal,10,Biorefinery Feedstocks & Biomass Processing
Nickel complex,1,Inorganic Chemistry & Small Molecule Catalysis
Reductant,1,Inorganic Chemistry & Small Molecule Catalysis
Inorganic salt,13,Industrial Chemistry & Chemical Engineering
Betaine,11,Microbial & Algal Bioprocessing
Glycine betaine,27,Metabolic Engineering & Synthetic Biology
Pathway enzyme,27,Metabolic Engineering & Synthetic Biology
Haematococcus (microalga),16,Marine & Algal Natural Products
Conformation,2,Genomics & Genetic Engineering
Glucosidase,11,Microbial & Algal Bioprocessing
Amylase,0,Industrial Enzymes & Fungal Bioprocessing
Inulinase,0,Industrial Enzymes & Fungal Bioprocessing
Inulinase,11,Microbial & Algal Bioprocessing
Lipase A,11,Microbial & Algal Bioprocessing
Peracetic acid (CH3CO3H),14,Agricultural Residues & Biomass Valorization
Baeyer–Villiger monooxygenase (BVMO),7,Heterogeneous Catalysis & Materials
Cosmeceutical,16,Marine & Algal Natural Products
Nickel atom (Ni),5,Electrocatalysis & CO2 Conversion
Complex structure,10,Biorefinery Feedstocks & Biomass Processing
Dicarboxylate,22,Genetic Engineering Tools & Expression Systems
Cytoplasmic membrane,22,Genetic Engineering Tools & Expression Systems
Extracellular space,22,Genetic Engineering Tools & Expression Systems
Glutamate (C5H9NO4),22,Genetic Engineering Tools & Expression Systems
Methylamine,11,Microbial & Algal Bioprocessing
Threonine (C4H9NO3),12,Microbial Genetics & Synthetic Biology
Kluyveromyces marxianus (yeast),11,Microbial & Algal Bioprocessing
ATP-binding cassette transporter (ABC transporter),22,Genetic Engineering Tools & Expression Systems
Cytochrome b6f complex,24,Genetic Elements & Regulatory Sequences
Flavodiiron protein,8,Photosynthesis & Light-Harvesting
Neurospora (fungus),16,Marine & Algal Natural Products
Glycerol-3-phosphate,27,Metabolic Engineering & Synthetic Biology
Unfolded protein,6,Eukaryotic Cell Biology & Organelles
High-osmolarity glycerol (HOG) pathway,6,Eukaryotic Cell Biology & Organelles
URA3 gene,12,Microbial Genetics & Synthetic Biology
Carbon residue,23,Environmental Engineering & Waste Management
Petrodiesel,23,Environmental Engineering & Waste Management
DEAE-cellulose,0,Industrial Enzymes & Fungal Bioprocessing
4-Glucanase,0,Industrial Enzymes & Fungal Bioprocessing
6-Phosphogluconate dehydrogenase (GND),27,Metabolic Engineering & Synthetic Biology
Kinase,6,Eukaryotic Cell Biology & Organelles
2-Dioxygenase,22,Genetic Engineering Tools & Expression Systems
Face-centered cubic (FCC),23,Environmental Engineering & Waste Management
Graphite (C),13,Industrial Chemistry & Chemical Engineering
Glutamic acid (C5H9NO4),23,Environmental Engineering & Waste Management
Diamine,7,Heterogeneous Catalysis & Materials
CO2/O2 ratio,29,Photosynthetic Pigments & Plant/Algal Physiology
Plant enzyme,27,Metabolic Engineering & Synthetic Biology
Enoyl-CoA reductase (ECR),5,Electrocatalysis & CO2 Conversion
Electrosynthesis,7,Heterogeneous Catalysis & Materials
CO/CO2 ratio,13,Industrial Chemistry & Chemical Engineering
Carbohydrate-binding module family 1 (CBM1),0,Industrial Enzymes & Fungal Bioprocessing
Cellodextrin,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Synechococcus elongatus PCC,27,Metabolic Engineering & Synthetic Biology
Caproic acid (C6H12O2),11,Microbial & Algal Bioprocessing
Rubisco activase,8,Photosynthesis & Light-Harvesting
Pyrrole,7,Heterogeneous Catalysis & Materials
Effector protein,2,Genomics & Genetic Engineering
Biogas plant,23,Environmental Engineering & Waste Management
Cellulase F (CELF),10,Biorefinery Feedstocks & Biomass Processing
C1 product,7,Heterogeneous Catalysis & Materials
Full-length cDNA,24,Genetic Elements & Regulatory Sequences
Biosolid,10,Biorefinery Feedstocks & Biomass Processing
Ruthenium nanoparticle (Ru),5,Electrocatalysis & CO2 Conversion
Palm oil mill effluent (POME),23,Environmental Engineering & Waste Management
Aldolase,18,Biochemicals & Green Chemistry
Ribulose 1-phosphate,27,Metabolic Engineering & Synthetic Biology
Cattle manure,14,Agricultural Residues & Biomass Valorization
Butyric acid (C4H8O2),11,Microbial & Algal Bioprocessing
Anabaena flos-aquae (cyanobacterium),14,Agricultural Residues & Biomass Valorization
Calothrix (cyanobacteria),11,Microbial & Algal Bioprocessing
Penicillium oxalicum (fungus),0,Industrial Enzymes & Fungal Bioprocessing
Gas-to-liquid (GTL),18,Biochemicals & Green Chemistry
Hydroxylamine (NH2OH),7,Heterogeneous Catalysis & Materials
Hordeum vulgare (barley),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Phosphofructokinase (PFK),22,Genetic Engineering Tools & Expression Systems
Biomolecule,12,Microbial Genetics & Synthetic Biology
Gene transcript,22,Genetic Engineering Tools & Expression Systems
Allylic group,7,Heterogeneous Catalysis & Materials
Cellic® (enzyme blend),0,Industrial Enzymes & Fungal Bioprocessing
Alkali,13,Industrial Chemistry & Chemical Engineering
Flocculant,13,Industrial Chemistry & Chemical Engineering
Arbuscular mycorrhizal fungi (AMF),14,Agricultural Residues & Biomass Valorization
Ammonium acetate,15,Animal & Human Cell Models
Corn straw,14,Agricultural Residues & Biomass Valorization
Isochrysis galbana,11,Microbial & Algal Bioprocessing
Isochrysis galbana (microalga),14,Agricultural Residues & Biomass Valorization
Colicin (Col),5,Electrocatalysis & CO2 Conversion
Colicin (Col),7,Heterogeneous Catalysis & Materials
BEP (Brønsted–Evans–Polanyi) relation,23,Environmental Engineering & Waste Management
Penicillin-binding protein (PBP),29,Photosynthetic Pigments & Plant/Algal Physiology
Aspergillus aculeatus (fungus),0,Industrial Enzymes & Fungal Bioprocessing
Agricultural by-product,10,Biorefinery Feedstocks & Biomass Processing
Agricultural by-product,11,Microbial & Algal Bioprocessing
Chemical reagent,10,Biorefinery Feedstocks & Biomass Processing
Chemical reagent,11,Microbial & Algal Bioprocessing
Biowaste,18,Biochemicals & Green Chemistry
Goat,15,Animal & Human Cell Models
Zirconium (Zr),13,Industrial Chemistry & Chemical Engineering
Phenylalanine (L-Phe),27,Metabolic Engineering & Synthetic Biology
Tyrosine (L-Tyr),27,Metabolic Engineering & Synthetic Biology
Fuel standard,17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Sulfur oxidation (Sox) system,23,Environmental Engineering & Waste Management
Cetyltrimethylammonium bromide (CTAB),7,Heterogeneous Catalysis & Materials
Sulfoxide,7,Heterogeneous Catalysis & Materials
Tannin,16,Marine & Algal Natural Products
Zinc chloride (ZnCl2),13,Industrial Chemistry & Chemical Engineering
Metal particle,7,Heterogeneous Catalysis & Materials
Fos proto-oncogene,11,Microbial & Algal Bioprocessing
Nitro group,7,Heterogeneous Catalysis & Materials
Chemical agent,13,Industrial Chemistry & Chemical Engineering
Bacterial nanocellulose (BNC),13,Industrial Chemistry & Chemical Engineering
Carboxylate (COO-),5,Electrocatalysis & CO2 Conversion
Carboxylate (COO-),7,Heterogeneous Catalysis & Materials
Zinc species,7,Heterogeneous Catalysis & Materials
Rapeseed (Brassica napus),14,Agricultural Residues & Biomass Valorization
Rapeseed (Brassica napus),23,Environmental Engineering & Waste Management
Ammonium chloride (NH4Cl),11,Microbial & Algal Bioprocessing
Xanthine dehydrogenase (XDH),22,Genetic Engineering Tools & Expression Systems
Triphenylphosphine (PPh3),7,Heterogeneous Catalysis & Materials
Chorismate,27,Metabolic Engineering & Synthetic Biology
Biocontrol agent,12,Microbial Genetics & Synthetic Biology
Xylooligosaccharide,11,Microbial & Algal Bioprocessing
Flavin,9,Metabolic Enzymes & Cofactors
Candida antarctica lipase B (CALB),11,Microbial & Algal Bioprocessing
Binding pocket,7,Heterogeneous Catalysis & Materials
Palm,23,Environmental Engineering & Waste Management
Clostridium butyricum (bacterium),11,Microbial & Algal Bioprocessing
3-Hydroxy-3-methylglutaryl-coenzyme A reductase (HMGR),27,Metabolic Engineering & Synthetic Biology
Finite element method (FEM),5,Electrocatalysis & CO2 Conversion
Electron capture spectroscopy (ECS),14,Agricultural Residues & Biomass Valorization
Zwitterion,7,Heterogeneous Catalysis & Materials
Pollutant removal,10,Biorefinery Feedstocks & Biomass Processing
Briquette,23,Environmental Engineering & Waste Management
Sustainable aviation fuel (SAF),17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Deuterium (D),7,Heterogeneous Catalysis & Materials
Oxidant,1,Inorganic Chemistry & Small Molecule Catalysis
Oxidant,7,Heterogeneous Catalysis & Materials
Glycolate,27,Metabolic Engineering & Synthetic Biology
Metal active site,5,Electrocatalysis & CO2 Conversion
Laminaria (kelp),23,Environmental Engineering & Waste Management
Dendrite,7,Heterogeneous Catalysis & Materials
Nitrogen compound,18,Biochemicals & Green Chemistry
Quinoline,7,Heterogeneous Catalysis & Materials
Neuron,2,Genomics & Genetic Engineering
Inorganic compound,10,Biorefinery Feedstocks & Biomass Processing
Inorganic compound,23,Environmental Engineering & Waste Management
Temperature-programmed reduction with hydrogen (H2-TPR),13,Industrial Chemistry & Chemical Engineering
Glycolipid,16,Marine & Algal Natural Products
Fosmid,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Toxic gas,23,Environmental Engineering & Waste Management
Benzothiophene,1,Inorganic Chemistry & Small Molecule Catalysis
3-Phosphoglycerate (3-PGA),27,Metabolic Engineering & Synthetic Biology
Resorcinol,7,Heterogeneous Catalysis & Materials
Nanocrystalline cellulose (NCC),13,Industrial Chemistry & Chemical Engineering
Fungal community,14,Agricultural Residues & Biomass Valorization
Inorganic pollutant,10,Biorefinery Feedstocks & Biomass Processing
Methane emission,10,Biorefinery Feedstocks & Biomass Processing
Iron oxide,13,Industrial Chemistry & Chemical Engineering
Agricultural land,10,Biorefinery Feedstocks & Biomass Processing
Glycerol molecule,7,Heterogeneous Catalysis & Materials
Fusarium oxysporum (fungus),14,Agricultural Residues & Biomass Valorization
Rhizoctonia (fungus),29,Photosynthetic Pigments & Plant/Algal Physiology
Metal element,5,Electrocatalysis & CO2 Conversion
Heptane (C7H16),13,Industrial Chemistry & Chemical Engineering
Canthaxanthin,16,Marine & Algal Natural Products
Mortierella,11,Microbial & Algal Bioprocessing
Preservative,16,Marine & Algal Natural Products
